platform,post_type,media_type,content_topic,day_of_week,predicted_donation_referrals,predicted_engagement_rate,prediction_timestamp
Facebook,ThankYou,Reel,Gratitude,Thursday,2.4,0.0652,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,Health,Saturday,2.4,0.0686,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,Health,Friday,2.4,0.0678,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,Health,Thursday,2.4,0.0652,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,Health,Tuesday,2.4,0.0678,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Gratitude,Monday,2.4,0.0547,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Gratitude,Thursday,2.4,0.0649,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Education,Thursday,2.4,0.062,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,AwarenessRaising,Tuesday,2.4,0.0678,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,DonorImpact,Saturday,2.4,0.0668,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,DonorImpact,Thursday,2.4,0.063,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,DonorImpact,Tuesday,2.4,0.066,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Health,Friday,2.4,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Health,Saturday,2.4,0.0683,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,AwarenessRaising,Monday,2.4,0.0545,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,AwarenessRaising,Saturday,2.4,0.0686,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,AwarenessRaising,Friday,2.4,0.0678,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Education,Monday,2.4,0.0519,2026-04-09T19:37:24.051216+00:00
Facebook,Campaign,Reel,AwarenessRaising,Thursday,2.4,0.0652,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Gratitude,Friday,2.4,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,SafehouseLife,Thursday,2.4,0.0653,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,EventRecap,Monday,2.4,0.0545,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,SafehouseLife,Friday,2.4,0.0679,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Gratitude,Monday,2.4,0.0545,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,SafehouseLife,Saturday,2.4,0.0687,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Reintegration,Monday,2.4,0.0541,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,AwarenessRaising,Monday,2.4,0.0547,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,DonorImpact,Friday,2.4,0.066,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,SafehouseLife,Tuesday,2.4,0.0679,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,Reintegration,Monday,2.4,0.0656,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Health,Tuesday,2.4,0.0675,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Gratitude,Saturday,2.4,0.0683,2026-04-09T19:37:24.051216+00:00
Facebook,EventPromotion,Reel,Health,Thursday,2.4,0.0649,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,DonorImpact,Friday,2.3,0.0669,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Photo,CampaignLaunch,Thursday,2.3,0.0705,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,DonorImpact,Monday,2.3,0.0741,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Carousel,CampaignLaunch,Tuesday,2.3,0.0707,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,AwarenessRaising,Tuesday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Text,DonorImpact,Sunday,2.3,0.1002,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,Education,Tuesday,2.3,0.0742,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Photo,DonorImpact,Sunday,2.3,0.0589,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,EventRecap,Tuesday,2.3,0.0771,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Photo,CampaignLaunch,Saturday,2.3,0.0625,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Photo,CampaignLaunch,Friday,2.3,0.0617,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Photo,CampaignLaunch,Thursday,2.3,0.0587,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,Gratitude,Tuesday,2.3,0.0771,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Photo,CampaignLaunch,Monday,2.3,0.0608,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Photo,DonorImpact,Sunday,2.3,0.0589,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,SafehouseLife,Monday,2.3,0.0754,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,SafehouseLife,Thursday,2.3,0.0749,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,SafehouseLife,Friday,2.3,0.0775,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,SafehouseLife,Saturday,2.3,0.0783,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,AwarenessRaising,Thursday,2.3,0.066,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Carousel,CampaignLaunch,Thursday,2.3,0.0681,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Video,SafehouseLife,Monday,2.3,0.0666,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Gratitude,Tuesday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Health,Saturday,2.3,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Health,Friday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Health,Thursday,2.3,0.066,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Health,Tuesday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Health,Monday,2.3,0.0665,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Gratitude,Saturday,2.3,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Gratitude,Friday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Gratitude,Thursday,2.3,0.066,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Carousel,CampaignLaunch,Saturday,2.3,0.0715,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,EventRecap,Saturday,2.3,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,AwarenessRaising,Friday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,EventRecap,Friday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,EventRecap,Thursday,2.3,0.066,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,EventRecap,Tuesday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Education,Saturday,2.3,0.0665,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Carousel,CampaignLaunch,Friday,2.3,0.0707,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Education,Friday,2.3,0.0657,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Education,Thursday,2.3,0.0631,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,Education,Tuesday,2.3,0.0657,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,AwarenessRaising,Saturday,2.3,0.0694,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Photo,CampaignLaunch,Monday,2.3,0.0726,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,DonorImpact,Sunday,2.3,0.0683,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,Reintegration,Wednesday,2.3,0.0686,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,CampaignLaunch,Monday,2.3,0.0807,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,CampaignLaunch,Tuesday,2.3,0.0816,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,CampaignLaunch,Thursday,2.3,0.0786,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,CampaignLaunch,Friday,2.3,0.0816,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,CampaignLaunch,Saturday,2.3,0.0824,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Photo,DonorImpact,Sunday,2.3,0.0788,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,CampaignLaunch,Monday,2.3,0.081,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Photo,CampaignLaunch,Friday,2.3,0.0614,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Photo,CampaignLaunch,Saturday,2.3,0.0622,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,CampaignLaunch,Tuesday,2.3,0.0819,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,CampaignLaunch,Thursday,2.3,0.0789,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Photo,CampaignLaunch,Monday,2.3,0.0608,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,CampaignLaunch,Friday,2.3,0.0819,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Reintegration,Thursday,2.3,0.0537,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,DonorImpact,Monday,2.3,0.0648,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Photo,DonorImpact,Sunday,2.3,0.0586,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,CampaignLaunch,Saturday,2.3,0.0827,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,DonorImpact,Thursday,2.3,0.0643,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Text,DonorImpact,Sunday,2.3,0.0994,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Photo,DonorImpact,Sunday,2.3,0.0791,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Video,AwarenessRaising,Tuesday,2.3,0.0768,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Photo,CampaignLaunch,Wednesday,2.3,0.078,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,DonorImpact,Saturday,2.3,0.0677,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,DonorImpact,Sunday,2.3,0.0791,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Photo,CampaignLaunch,Wednesday,2.3,0.0578,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Photo,CampaignLaunch,Saturday,2.3,0.0625,2026-04-09T19:37:24.051216+00:00
Twitter,EducationalContent,Video,CampaignLaunch,Wednesday,2.3,0.0744,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Photo,CampaignLaunch,Friday,2.3,0.0617,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,CampaignLaunch,Saturday,2.3,0.0718,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Video,Education,Tuesday,2.3,0.0739,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,CampaignLaunch,Friday,2.3,0.071,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Photo,CampaignLaunch,Thursday,2.3,0.0587,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,CampaignLaunch,Thursday,2.3,0.0684,2026-04-09T19:37:24.051216+00:00
LinkedIn,Campaign,Carousel,CampaignLaunch,Tuesday,2.3,0.071,2026-04-09T19:37:24.051216+00:00
Facebook,ThankYou,Reel,Health,Monday,2.3,0.0656,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Video,DonorImpact,Monday,2.3,0.0738,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,CampaignLaunch,Monday,2.3,0.081,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,CampaignLaunch,Tuesday,2.3,0.0819,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Photo,CampaignLaunch,Monday,2.3,0.0605,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,CampaignLaunch,Thursday,2.3,0.0789,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Photo,CampaignLaunch,Thursday,2.3,0.0584,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,CampaignLaunch,Friday,2.3,0.0819,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Photo,CampaignLaunch,Saturday,2.3,0.0827,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Video,SafehouseLife,Monday,2.3,0.0669,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Photo,DonorImpact,Thursday,2.3,0.0992,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Text,DonorImpact,Sunday,2.3,0.1002,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,Reintegration,Friday,2.3,0.0665,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,Reintegration,Friday,2.3,0.1002,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,Reintegration,Thursday,2.3,0.0976,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Video,AwarenessRaising,Tuesday,2.3,0.0771,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,Reintegration,Tuesday,2.3,0.0993,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,Reintegration,Monday,2.3,0.0995,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,Reintegration,Saturday,2.3,0.0673,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,Reintegration,Thursday,2.3,0.0636,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,AwarenessRaising,Thursday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
WhatsApp,EducationalContent,Photo,Reintegration,Tuesday,2.3,0.0665,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Health,Thursday,2.3,0.0502,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Health,Friday,2.3,0.0528,2026-04-09T19:37:24.051216+00:00
TikTok,EducationalContent,Video,Health,Saturday,2.3,0.0536,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,DonorImpact,Tuesday,2.3,0.0988,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Carousel,CampaignLaunch,Sunday,2.3,0.0995,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Carousel,Reintegration,Saturday,2.3,0.101,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,DonorImpact,Tuesday,2.3,0.0991,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Carousel,CampaignLaunch,Tuesday,2.3,0.0593,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Carousel,CampaignLaunch,Thursday,2.3,0.0567,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Carousel,CampaignLaunch,Friday,2.3,0.0593,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Carousel,CampaignLaunch,Saturday,2.3,0.0601,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Carousel,DonorImpact,Sunday,2.3,0.0565,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Carousel,CampaignLaunch,Tuesday,2.3,0.059,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Carousel,CampaignLaunch,Thursday,2.3,0.0564,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Carousel,CampaignLaunch,Friday,2.3,0.059,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Carousel,CampaignLaunch,Saturday,2.3,0.0598,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,AwarenessRaising,Friday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Carousel,DonorImpact,Sunday,2.3,0.0562,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,AwarenessRaising,Saturday,2.3,0.0577,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,DonorImpact,Monday,2.3,0.0539,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Education,Tuesday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Education,Thursday,2.3,0.0514,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,AwarenessRaising,Tuesday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,AwarenessRaising,Friday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Carousel,CampaignLaunch,Tuesday,2.3,0.0794,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Gratitude,Thursday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Education,Saturday,2.3,0.0545,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,EventRecap,Tuesday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,EventRecap,Thursday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,EventRecap,Friday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,EventRecap,Saturday,2.3,0.0574,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Gratitude,Tuesday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Gratitude,Friday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Carousel,Reintegration,Saturday,2.3,0.1013,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Gratitude,Saturday,2.3,0.0574,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Reintegration,Tuesday,2.3,0.0563,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,AwarenessRaising,Tuesday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,SafehouseLife,Monday,2.3,0.0549,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Carousel,DonorImpact,Tuesday,2.3,0.0991,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Reintegration,Saturday,2.3,0.0571,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Education,Friday,2.3,0.0537,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Photo,CampaignLaunch,Monday,2.3,0.0726,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Photo,CampaignLaunch,Thursday,2.3,0.0705,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Photo,CampaignLaunch,Friday,2.3,0.0734,2026-04-09T19:37:24.051216+00:00
LinkedIn,ThankYou,Photo,CampaignLaunch,Saturday,2.3,0.0742,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Education,Thursday,2.3,0.0511,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,Education,Tuesday,2.3,0.0537,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Carousel,Reintegration,Monday,2.3,0.0998,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,DonorImpact,Monday,2.3,0.0536,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Photo,CampaignLaunch,Saturday,2.3,0.0739,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,AwarenessRaising,Thursday,2.3,0.0543,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Photo,CampaignLaunch,Friday,2.3,0.0731,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Photo,CampaignLaunch,Thursday,2.3,0.0702,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Photo,CampaignLaunch,Monday,2.3,0.0723,2026-04-09T19:37:24.051216+00:00
TikTok,EventPromotion,Video,AwarenessRaising,Saturday,2.3,0.0574,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Carousel,Reintegration,Thursday,2.3,0.0979,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Carousel,Reintegration,Friday,2.3,0.1005,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Education,Friday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Education,Saturday,2.3,0.0548,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,SafehouseLife,Monday,2.3,0.0552,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Photo,DonorImpact,Friday,2.3,0.1024,2026-04-09T19:37:24.051216+00:00
LinkedIn,EventPromotion,Video,Health,Friday,2.3,0.0684,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Photo,DonorImpact,Tuesday,2.3,0.1012,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,Reintegration,Wednesday,2.3,0.0991,2026-04-09T19:37:24.051216+00:00
Instagram,EducationalContent,Photo,DonorImpact,Wednesday,2.3,0.0985,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Photo,Reintegration,Monday,2.3,0.1022,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Photo,DonorImpact,Saturday,2.3,0.1032,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Photo,DonorImpact,Thursday,2.3,0.0995,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,EventRecap,Tuesday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
Instagram,Campaign,Photo,DonorImpact,Tuesday,2.3,0.1015,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Carousel,DonorImpact,Sunday,2.3,0.0565,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Carousel,CampaignLaunch,Saturday,2.3,0.0601,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Carousel,CampaignLaunch,Friday,2.3,0.0593,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Carousel,CampaignLaunch,Thursday,2.3,0.0567,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Carousel,CampaignLaunch,Tuesday,2.3,0.0593,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Photo,DonorImpact,Friday,2.3,0.1021,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Photo,DonorImpact,Saturday,2.3,0.1029,2026-04-09T19:37:24.051216+00:00
Instagram,EventPromotion,Photo,Reintegration,Monday,2.3,0.1019,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,DonorImpact,Monday,2.3,0.0539,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,AwarenessRaising,Saturday,2.3,0.0577,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,AwarenessRaising,Friday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
Twitter,ThankYou,Carousel,CampaignLaunch,Tuesday,2.3,0.0794,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,AwarenessRaising,Thursday,2.3,0.0543,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,AwarenessRaising,Tuesday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Carousel,Reintegration,Sunday,2.3,0.0769,2026-04-09T19:37:24.051216+00:00
Twitter,EventPromotion,Carousel,CampaignLaunch,Tuesday,2.3,0.0791,2026-04-09T19:37:24.051216+00:00
Twitter,Campaign,Carousel,Reintegration,Sunday,2.3,0.0772,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Photo,DonorImpact,Tuesday,2.3,0.1015,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Photo,DonorImpact,Thursday,2.3,0.0995,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Photo,DonorImpact,Friday,2.3,0.1024,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Photo,DonorImpact,Saturday,2.3,0.1032,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Photo,Reintegration,Monday,2.3,0.1022,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Education,Tuesday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Education,Thursday,2.3,0.0514,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Education,Friday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Gratitude,Thursday,2.3,0.0543,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Reintegration,Saturday,2.3,0.0574,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Reintegration,Friday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Reintegration,Thursday,2.3,0.054,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,EventRecap,Thursday,2.3,0.0543,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Reintegration,Tuesday,2.3,0.0566,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,EventRecap,Friday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,Reintegration,Monday,2.3,0.0998,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,Reintegration,Tuesday,2.3,0.0996,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Gratitude,Saturday,2.3,0.0577,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,EventRecap,Saturday,2.3,0.0577,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,Reintegration,Thursday,2.3,0.0979,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,Reintegration,Friday,2.3,0.1005,2026-04-09T19:37:24.051216+00:00
Instagram,ThankYou,Carousel,Reintegration,Saturday,2.3,0.1013,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Gratitude,Friday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Gratitude,Tuesday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Education,Saturday,2.3,0.0548,2026-04-09T19:37:24.051216+00:00
TikTok,Campaign,Video,Gratitude,Tuesday,2.3,0.0569,2026-04-09T19:37:24.051216+00:00
TikTok,ThankYou,Video,Gratitude,Thursday,2.3,0.0543,2026-04-09T19:37:24.051216+00:00
